t_dat,customer_id,article_id,price,sales_channel_id,_ingested_at
2020-09-02,1b2af1c46d24b96699a20961a36d356ede3bea38d384de1b59035c78c9a47202,0158340001,0.016932203389830508,2,2026-08-14 00:00:00
2020-09-02,1b2af1c46d24b96699a20961a36d356ede3bea38d384de1b59035c78c9a47202,0915529001,0.033881355932203386,2,2026-08-14 00:00:00
2020-09-02,1b2af1c46d24b96699a20961a36d356ede3bea38d384de1b59035c78c9a47202,0918292001,0.042355932203389825,2,2026-08-14 00:00:00
2020-09-02,1b2af1c46d24b96699a20961a36d356ede3bea38d384de1b59035c78c9a47202,0918292001,0.042355932203389825,2,2026-08-14 00:00:00
2020-09-02,496a4ad9fab443700f28d6f12b588faf18347bbfbda1b763422bc3c4631903fa,0896152002,0.03330508474576271,2,2026-08-14 00:00:00
2020-09-02,496a4ad9fab443700f28d6f12b588faf18347bbfbda1b763422bc3c4631903fa,0896152002,0.03330508474576271,2,2026-08-14 00:00:00
2020-09-02,496a4ad9fab443700f28d6f12b588faf18347bbfbda1b763422bc3c4631903fa,0898694001,0.049983050847457626,2,2026-08-14 00:00:00
2020-09-02,496a4ad9fab443700f28d6f12b588faf18347bbfbda1b763422bc3c4631903fa,0915529003,0.03330508474576271,2,2026-08-14 00:00:00
2020-09-03,002611889659ab1051fc3e4e870f2b603c3aaa902ffe6ab59e83461c76c879dc,0918292001,0.042355932203389825,2,2026-08-14 00:00:00
2020-09-03,002611889659ab1051fc3e4e870f2b603c3aaa902ffe6ab59e83461c76c879dc,0918292001,0.042355932203389825,2,2026-08-14 00:00:00
2020-09-04,000172a9c322560c849754ffbdfdb2180d408aa7176b943f957804686be8e1f0,0685814001,0.033881355932203386,2,2026-08-14 00:00:00
2020-09-04,000172a9c322560c849754ffbdfdb2180d408aa7176b943f957804686be8e1f0,0685814001,0.033881355932203386,2,2026-08-14 00:00:00
2020-09-04,000172a9c322560c849754ffbdfdb2180d408aa7176b943f957804686be8e1f0,0685814001,0.033881355932203386,2,2026-08-14 00:00:00
2020-09-04,235731f98e74c97de94acbe3f5d98d11cb1176d7ce76f3298d80d778e8af316e,0850917001,0.024050847457627117,2,2026-08-14 00:00:00
2020-09-04,235731f98e74c97de94acbe3f5d98d11cb1176d7ce76f3298d80d778e8af316e,0850917001,0.024050847457627117,2,2026-08-14 00:00:00
2020-09-04,235731f98e74c97de94acbe3f5d98d11cb1176d7ce76f3298d80d778e8af316e,0850917001,0.024050847457627117,2,2026-08-14 00:00:00
2020-09-05,1b2af1c46d24b96699a20961a36d356ede3bea38d384de1b59035c78c9a47202,0915529001,0.033881355932203386,2,2026-08-14 00:00:00
2020-09-05,1b2af1c46d24b96699a20961a36d356ede3bea38d384de1b59035c78c9a47202,0915529003,0.033881355932203386,2,2026-08-14 00:00:00
